source_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
344,Dolichocerae,E. leptorrhizum,"Longquan, Zhejiang",C. Zhang Zhang152,BNU,0,2,2,0,18,7.27,24.82,5.22,3.08,4.76,6.35
345,Dolichocerae,E. leptorrhizum,"Longquan, Zhejiang",C. Zhang Zhang152,BNU,0,2,2,0,17.95,7.46,25.16,4.99,3.3,4.76,6.35
346,Dolichocerae,E. leptorrhizum,"Longquan, Zhejiang",C. Zhang Zhang152,BNU,0,2,2,0,16.32,6.62,24.37,4.89,2.79,4.76,6.35
347,Dolichocerae,E. leptorrhizum,"Longquan, Zhejiang",C. Zhang Zhang152,BNU,0,2,2,0,16.54,6.63,24.67,4.96,3.26,4.76,6.35
348,Dolichocerae,E. leptorrhizum,"Enshi, Hubei",C. Zhang Zhang183,BNU,0,2,2,0,27.64,5.99,31.2,6.3,3.29,3.4,5.57
349,Dolichocerae,E. leptorrhizum,"Enshi, Hubei",C. Zhang Zhang183,BNU,0,2,2,0,24.22,5.69,30.8,5.85,3.42,3.4,5.57
350,Dolichocerae,E. leptorrhizum,"Enshi, Hubei",C. Zhang Zhang183,BNU,0,2,2,0,23.1,5.89,30.32,5.85,3.04,3.4,5.57
351,Dolichocerae,E. leptorrhizum,"Enshi, Hubei",C. Zhang Zhang183,BNU,0,2,2,0,24.32,6.34,28.3,5.32,3.21,3.4,5.57
352,Dolichocerae,E. leptorrhizum,"Songtao, Guizhou",C. Zhang Zhang217,BNU,0,2,2,0,31.02,9.23,29.88,5.43,3.26,5.41,6.93
353,Dolichocerae,E. leptorrhizum,"Songtao, Guizhou",C. Zhang Zhang217,BNU,0,2,2,0,31.04,9.52,30.23,5.54,2.66,5.41,6.93
354,Dolichocerae,E. leptorrhizum,"Songtao, Guizhou",C. Zhang Zhang217,BNU,0,2,2,0,32.17,10.1,29.05,5.11,2.8,5.41,6.93
355,Dolichocerae,E. leptorrhizum,"Songtao, Guizhou",C. Zhang Zhang217,BNU,0,2,2,0,30.54,9.48,30.08,5.01,3.31,5.41,6.93
356,Dolichocerae,E. leptorrhizum,"Suiyang, Guizhou",C. Zhang Zhang225,BNU,0,2,2,0,15.29,4.06,18.55,3.89,2.62,4.8,5.9
357,Dolichocerae,E. leptorrhizum,"Suiyang, Guizhou",C. Zhang Zhang225,BNU,0,2,2,0,13.75,4.27,18.78,4.37,3.33,4.8,5.9
358,Dolichocerae,E. leptorrhizum,"Suiyang, Guizhou",C. Zhang Zhang225,BNU,0,2,2,0,15.39,4.22,17.4,4.05,2.73,4.8,5.9
359,Dolichocerae,E. leptorrhizum,"Suiyang, Guizhou",C. Zhang Zhang225,BNU,0,2,2,0,13.85,4.72,15.92,4.51,2.8,4.8,5.9
360,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.2,5.02,24.73,6.78,4.51,3.84,5.83
361,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.24,5.09,24.72,7.14,4.72,3.84,5.83
362,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.4,5.09,25.81,5.56,4.93,3.84,5.83
363,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.84,4.79,25.23,6.57,4.53,3.84,5.83
364,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.66,4.31,23,6.05,4.57,4.09,5.12
365,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.9,4.55,22.56,5.47,5.07,4.09,5.12
366,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.91,4.6,24.5,6.29,5.12,4.09,5.12
367,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,9.92,5.02,24.19,6.74,4.88,4.09,5.12
368,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,12.24,6.76,25.12,7.02,5.47,3.86,5.41
369,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,11.81,6.5,25.58,6.71,5.75,3.86,5.41
370,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.69,6.85,24.49,6.61,5.5,3.86,5.41
371,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,12.54,6.05,25.46,7.49,5.26,3.86,5.41
372,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,12.16,5.67,26.25,7.27,5.74,3.86,5.41
373,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,11.92,6,25.21,8.01,4.98,3.86,5.41
374,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,12.01,5.32,26.45,6.4,5.68,3.86,5.41
375,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,11.51,4.7,26.07,6.4,5.11,3.86,5.41
376,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,11.72,6.48,24.88,7.5,5.78,4.47,5.32
377,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,12.07,6.23,27.05,7.09,5.63,4.47,5.32
378,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,12.02,6.03,27.68,6.29,5.72,4.47,5.32
379,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,12.47,6.67,25.78,6.72,4.97,4.47,5.32
380,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,9.39,4.51,24.36,6.48,5.15,3.81,4.57
381,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,9.47,4.51,23.72,6.53,4.81,3.81,4.57
382,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.43,6.29,24.35,6.88,4.96,3.81,4.57
383,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,11.57,6.41,24.8,6.45,5.9,3.81,4.57
384,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,9.21,5.43,20.96,4.65,4.05,3.81,4.57
385,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,8.83,5.6,21.1,4.82,4.82,3.81,4.57
386,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,8.5,5.61,20.62,4.43,4.33,3.81,4.57
387,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,9.72,6.02,18.67,4.83,4.09,3.81,4.57
388,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.05,5.72,22.14,6.12,5.19,3.43,4.7
389,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,11.1,4.72,22,6.79,4.74,3.43,4.7
390,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,10.67,5.73,22.64,6.66,5.19,3.43,4.7
391,Dolichocerae,E. lishihchenii,"Lushan, Jiangxi",C. Zhang Zhang149,BNU,0,1,1,0,9.96,5.62,22.27,6.1,4.9,3.43,4.7
392,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,8.15,2.28,25.49,6.27,6.24,3.69,6.15
393,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,8.59,2.4,27.24,5.91,6.93,3.69,6.15
394,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,9.69,2.87,26.43,6.29,6.01,3.69,6.15
395,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,8.93,2.25,27.91,6.82,5.76,3.69,6.15
396,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,7.18,2.47,23.89,5.49,5.37,4.05,5.49
397,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,6.92,2.47,23.35,4.87,5.1,4.05,5.49
398,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,6.72,2.38,23.55,5.05,4.8,4.05,5.49
399,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,7.73,2.22,22.65,4.94,5.3,4.05,5.49
400,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,8,3.36,29,6.55,7.38,4.05,5.49
401,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,8.1,3.08,28.21,6.27,7.17,4.05,5.49
402,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,8,2.99,27.95,5.75,6.68,4.05,5.49
403,Dolichocerae,E. membranaceum,"Dujiangyan, Sichuan",C. Zhang Zhang275,BNU,0,2,1,0,8.2,3.3,29.18,5.87,6.95,4.05,5.49
404,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.94,6.81,17.49,8,5.25,4.55,6.43
405,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,12.55,7.45,17.96,7.74,5.03,4.55,6.43
406,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,12.51,6.96,19.03,7.8,4.9,4.55,6.43
407,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,12.08,6.84,16.3,7.44,4.71,4.55,6.43
408,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.26,7.27,19.44,4.83,3.19,3.6,5.33
409,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.95,7.15,18.72,4.43,3.5,3.6,5.33
410,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.68,7.46,18.63,5,2.7,3.6,5.33
411,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,13.09,7.07,18.7,5.22,3,3.6,5.33
412,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.93,5.54,17.13,4.3,2.37,3.6,5.33
413,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,10.82,6.6,17.09,3.84,2.29,3.6,5.33
414,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.39,6.77,17.73,3.61,2.73,3.6,5.33
415,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.67,6.18,16.64,3.95,2.5,3.6,5.33
416,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,12.3,7.93,17.81,5.18,4.47,3.6,5.33
417,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,12.13,7.82,16.55,5.43,3.92,3.6,5.33
418,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.61,6.57,18,5.24,3.62,3.6,5.33
419,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,10.89,7.94,17.15,4.9,3.84,3.6,5.33
420,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.69,7.8,15.52,5.26,3.85,3.6,5.33
421,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,12.24,7.61,15.45,5.11,3.84,3.6,5.33
422,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,12.08,7.93,16.07,5.05,4.15,3.6,5.33
423,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.83,7.23,16.3,5.21,3.96,3.6,5.33
424,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.09,6.28,18.81,5.55,3.13,3.68,5.3
425,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.65,5.93,17.85,5.07,2.79,3.68,5.3
426,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.26,7.21,18.16,5.52,2.78,3.68,5.3
427,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,11.12,6.77,14.52,5.06,2.69,3.68,5.3
428,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,9.25,5.16,16.62,4.51,2.74,3.68,5.3
429,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,10.52,5.85,15.05,4.87,2.39,3.68,5.3
430,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,8.82,5.09,15.24,4.25,2.29,3.68,5.3
431,Davidianae,E. mikinorii,"Enshi, Hubei",C. Zhang Zhang182,BNU,0,3,3,1,8.62,5.12,15.2,4.25,2.23,3.68,5.3
432,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.62,1.58,2.8,1.57,1.52,3.24,3.87
433,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.71,1.51,2.78,1.4,1.17,3.24,3.87
434,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,4.14,1.56,2.41,1.7,1.17,4.4,4.55
435,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,4.05,1.2,2.47,1.86,1.36,4.4,4.55
436,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.92,1.33,2.43,1.89,1.29,4.4,4.55
437,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.97,1.34,2.3,1.71,1.17,4.4,4.55
438,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,5.52,1.75,2.64,1.94,1.46,4.6,4.6
439,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,5.36,1.76,2.19,1.97,1.8,4.6,4.6
440,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,4.47,1.62,3.01,2.11,1.97,4.6,4.6
441,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,4.05,1.48,2.44,1.94,1.72,3.91,5.08
442,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.84,1.59,2.25,1.62,1.44,3.91,5.08
443,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,2.89,1.42,2.15,1.53,1.37,3.77,4.55
444,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.53,1.4,2,1.68,1.27,3.77,4.55
445,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.98,1.48,2.17,1.74,1.2,4.2,4.2
446,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,4.12,1.45,2.22,1.96,1.22,4.5,4.5
447,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,4.49,1.64,2.2,1.75,1.17,4.5,4.5
448,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.09,1.4,2.24,1.6,1.15,4.3,4.3
449,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.27,1.4,2.49,1.92,1.27,4.3,4.3
450,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.95,1.8,2.21,1.49,1.28,4.57,4.57
451,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,3.73,1.87,2.18,1.46,1.37,4.57,4.57
452,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,5.54,1.71,2.27,1.86,1.56,4.58,4.75
453,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,5.33,1.89,2.15,2.03,2.03,4.58,4.75
454,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,4.07,1.7,3.37,1.96,1.7,4.58,4.75
455,Brachycerae,E. myrianthum,"Sangzhi, Hunan",C. Zhang Zhang210,BNU,0,0,1,0,4.4,1.58,2.93,1.97,2.01,4.58,4.75
456,Brachycerae,E. myrianthum,"longshan, Hunan",C. Zhang Zhang212,BNU,0,0,1,0,4,2.3,1.84,1.47,1.66,2.82,3.14
457,Brachycerae,E. myrianthum,"longshan, Hunan",C. Zhang Zhang212,BNU,0,0,1,0,4.02,2.4,1.82,1.48,1.56,2.82,3.14
458,Brachycerae,E. myrianthum,"longshan, Hunan",C. Zhang Zhang212,BNU,0,0,1,0,3.92,2.27,1.89,1.42,1.66,2.49,3.17
459,Brachycerae,E. myrianthum,"longshan, Hunan",C. Zhang Zhang212,BNU,0,0,1,0,3.86,2.37,1.86,1.38,1.51,2.49,3.17
460,Brachycerae,E. myrianthum,"longshan, Hunan",C. Zhang Zhang212,BNU,0,0,1,0,4.07,2.45,1.61,1.17,0.92,2.49,3.17
461,Brachycerae,E. myrianthum,"longshan, Hunan",C. Zhang Zhang212,BNU,0,0,1,0,4.13,2.37,1.7,1.24,0.89,2.49,3.17
462,Brachycerae,E. myrianthum,"longshan, Hunan",C. Zhang Zhang212,BNU,0,0,1,0,3.49,2.07,1.85,1.16,1,2.49,3.17
463,Brachycerae,E. myrianthum,"longshan, Hunan",C. Zhang Zhang212,BNU,0,0,1,0,3.75,2.07,1.69,1.06,0.9,2.49,3.17
464,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,16.5,7.1,15.78,7.2,4.01,4.5,5
465,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,18.83,8.86,19.5,7.98,4.12,4.41,4.91
466,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,17.45,8.23,18.91,8.2,4.21,4.32,4.82
467,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,17.41,7.9,18.23,7.8,3.55,4.55,5.05
468,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,16.9,7.35,19.11,8.12,3.68,4.12,4.62
469,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,18.23,8.53,19.43,7.78,4.2,4.21,4.71
470,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,18.56,9.1,17.5,7.56,4.3,4.33,4.83
471,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,16.98,8.22,16.54,7.31,4.15,4.49,4.99
472,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,17.35,8.45,17.91,7.64,4.35,4.53,5.03
473,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,18.15,8.65,18.66,7.63,4.31,4.69,5.19
474,Davidianae,E. ogisui,"Lushan, Sichuan",C. Zhang Zhang285,BNU,0,0,0,1,17.78,17.3,18.38,7.21,4.12,4.25,4.75
475,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,10.98,4.51,17.56,6.97,6.11,3.6,7.01
476,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,11.88,4.98,17.8,7.23,5.64,3.6,7.01
477,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,12.01,4.21,18.76,7.1,5.57,3.6,7.01
478,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,11.9,4.89,19.29,7.4,6.84,3.6,7.01
479,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,10.94,4.16,18.2,6.54,5.96,3.68,5.3
480,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,10.76,4.08,17.72,6.04,6.33,3.68,5.3
481,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,13.02,5.12,17.29,6.19,5.27,3.68,5.3
482,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,12.92,4.49,17.43,6.13,6.52,3.68,5.3
483,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,13.45,4.03,17.86,6.57,5.32,3.68,5.3
484,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,12.63,4.94,17.24,6.33,6.29,3.68,5.3
485,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,10.85,3.72,17.64,6.6,5.36,3.74,5.67
486,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,10.14,3.65,16.6,6.27,4.9,3.74,5.67
487,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,10.91,4.01,15.81,6.88,4.81,3.74,5.67
488,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,9.43,3.93,16.14,5.85,5.53,3.74,5.67
489,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,11.99,5.1,20.07,6.51,4.76,4.35,6.3
490,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,12.43,4.52,20.03,6.28,5.13,4.35,6.3
491,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,12.07,4.74,19.46,6.86,5.13,4.35,6.3
492,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,12.75,5.26,19.82,7.06,5.58,4.35,6.3
493,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,11.72,4.73,18.4,6.81,5.2,4.4,5.54
494,Davidianae,E. pauciflorum,"Maoxian, Sichuan",C. Zhang Zhang278,BNU,0,0,0,1,11.12,4.83,18.49,5.99,5,4.4,5.54
495,Campanulatae,E. platypetalum,"Wenchuan, Sichuan",C. Zhang Zhang753,BNU,0,2,1,1,2.2,1,0,5.93,3.87,2.24,4.15
496,Campanulatae,E. platypetalum,"Wenchuan, Sichuan",C. Zhang Zhang753,BNU,0,2,1,1,2.8,1.2,0,7.24,3.98,2.24,4.15
497,Campanulatae,E. platypetalum,"Wenchuan, Sichuan",C. Zhang Zhang753,BNU,0,2,1,1,2.5,0.9,0,6.32,4.22,2.11,4.3
498,Campanulatae,E. platypetalum,"Wenchuan, Sichuan",C. Zhang Zhang753,BNU,0,2,1,1,2.6,0.72,0,6.41,4.13,2.31,4.2
499,Campanulatae,E. platypetalum,"Wenchuan, Sichuan",C. Zhang Zhang753,BNU,0,2,1,1,2.7,0.69,0,6.82,4.31,2.44,4.04
500,Campanulatae,E. platypetalum,"Wenchuan, Sichuan",C. Zhang Zhang753,BNU,0,2,1,1,3.1,0.72,0,6.43,4.73,2.34,4.2
501,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,13.26,9.08,19.69,5.23,5.41,4.45,6.67
502,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,13.85,9.72,19.94,5.43,4.61,4.45,6.67
503,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,13.07,9.86,19.75,5.24,4.44,4.45,6.67
504,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,14,9.65,19.95,4.62,5.38,4.45,6.67
505,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,13.31,9.89,19.66,4.76,5.36,3.76,6.01
506,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,13.77,9.48,19.99,4.48,3.56,3.76,6.01
507,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,13.87,9.7,19.55,5.27,4.35,3.76,6.01
508,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,14.6,9.35,19.09,4.88,4.93,3.76,6.01
509,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,13.43,9.13,19.24,4.45,3.59,3.76,6.01
510,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,14.23,8.47,19.66,4.52,3.04,3.76,6.01
511,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,13.94,9.01,19.44,4.63,3.78,3.76,6.01
512,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,14.63,8.47,19.45,4.43,3.45,3.76,6.01
513,Davidianae,E. pseudowushanense,"Longli, Guizhou",C. Zhang Zhang228,BNU,0,3,3,1,14.55,8.79,20.54,4.58,3.77,3.52,5.08
